1419865200	1419868800	1
1419868800	1419872400	0
1419872400	1419876000	0
1419876000	1419879600	0
1419879600	1419883200	0
1419883200	1419886800	1
1419886800	1419890400	0
1419890400	1419894000	0
1419894000	1419897600	0
1419897600	1419901200	0
1419901200	1419904800	0
1419904800	1419908400	0
1419908400	1419912000	0
1419912000	1419915600	0
1419915600	1419919200	0
1419919200	1419922800	0
1419922800	1419926400	0
1419926400	1419930000	0
1419930000	1419933600	0
1419933600	1419937200	0
1419937200	1419940800	0
1419940800	1419944400	0
1419944400	1419948000	0
1419948000	1419951600	0
1419951600	1419955200	0
1419955200	1419958800	0
1419958800	1419962400	0
1419962400	1419966000	0
1419966000	1419969600	0
1419969600	1419973200	0
1419973200	1419976800	0
1419976800	1419980400	0
1419980400	1419984000	0
1419984000	1419987600	0
1419987600	1419991200	0
1419991200	1419994800	0
1419994800	1419998400	0
1419998400	1420002000	0
1420002000	1420005600	0
1420005600	1420009200	0
1420009200	1420012800	0
1420012800	1420016400	0
1420016400	1420020000	0
1420020000	1420023600	0
1420023600	1420027200	0
1420027200	1420030800	0
1420030800	1420034400	0
1420034400	1420038000	0
1420038000	1420041600	0
1420041600	1420045200	0
1420045200	1420048800	0
1420048800	1420052400	0
1420052400	1420056000	0
1420056000	1420059600	0
1420059600	1420063200	0
1420063200	1420066800	0
1420066800	1420070400	0
1420070400	1420074000	0
1420074000	1420077600	0
1420077600	1420081200	0
1420081200	1420084800	0
1420084800	1420088400	0
1420088400	1420092000	0
1420092000	1420095600	0
1420095600	1420099200	0
1420099200	1420102800	0
1420102800	1420106400	0
1420106400	1420110000	0
1420110000	1420113600	0
1420113600	1420117200	0
1420117200	1420120800	0
1420120800	1420124400	0
1420124400	1420128000	0
1420128000	1420131600	0
1420131600	1420135200	0
1420135200	1420138800	0
1420138800	1420142400	0
1420142400	1420146000	0
1420146000	1420149600	0
1420149600	1420153200	0
1420153200	1420156800	0
1420156800	1420160400	0
1420160400	1420164000	0
1420164000	1420167600	0
1420167600	1420171200	0
1420171200	1420174800	0
1420174800	1420178400	0
1420178400	1420182000	0
1420182000	1420185600	0
1420185600	1420189200	0
1420189200	1420192800	0
1420192800	1420196400	0
1420196400	1420200000	0
1420200000	1420203600	0
1420203600	1420207200	0
1420207200	1420210800	0
1420210800	1420214400	0
1420214400	1420218000	0
1420218000	1420221600	0
1420221600	1420225200	0
1420225200	1420228800	0
1420228800	1420232400	0
1420232400	1420236000	0
