1420833600	1420837200	1
1420837200	1420840800	0
1420840800	1420844400	0
1420844400	1420848000	0
1420848000	1420851600	0
1420851600	1420855200	0
1420855200	1420858800	0
1420858800	1420862400	0
1420862400	1420866000	0
1420866000	1420869600	0
1420869600	1420873200	0
1420873200	1420876800	0
1420876800	1420880400	0
1420880400	1420884000	0
1420884000	1420887600	0
1420887600	1420891200	0
1420891200	1420894800	0
1420894800	1420898400	0
1420898400	1420902000	0
1420902000	1420905600	0
1420905600	1420909200	0
1420909200	1420912800	0
1420912800	1420916400	0
1420916400	1420920000	1
1420920000	1420923600	0
1420923600	1420927200	0
1420927200	1420930800	0
1420930800	1420934400	0
1420934400	1420938000	2
1420938000	1420941600	0
1420941600	1420945200	0
1420945200	1420948800	0
1420948800	1420952400	0
1420952400	1420956000	0
1420956000	1420959600	0
1420959600	1420963200	0
1420963200	1420966800	0
1420966800	1420970400	0
1420970400	1420974000	0
1420974000	1420977600	0
1420977600	1420981200	0
1420981200	1420984800	0
1420984800	1420988400	0
1420988400	1420992000	0
1420992000	1420995600	0
1420995600	1420999200	0
1420999200	1421002800	0
1421002800	1421006400	0
1421006400	1421010000	0
1421010000	1421013600	0
1421013600	1421017200	0
1421017200	1421020800	0
1421020800	1421024400	0
1421024400	1421028000	0
1421028000	1421031600	0
1421031600	1421035200	0
1421035200	1421038800	0
1421038800	1421042400	0
1421042400	1421046000	0
1421046000	1421049600	0
1421049600	1421053200	0
1421053200	1421056800	0
1421056800	1421060400	0
1421060400	1421064000	0
1421064000	1421067600	0
1421067600	1421071200	0
1421071200	1421074800	0
1421074800	1421078400	0
1421078400	1421082000	0
1421082000	1421085600	0
1421085600	1421089200	0
1421089200	1421092800	0
1421092800	1421096400	0
1421096400	1421100000	0
1421100000	1421103600	1
1421103600	1421107200	0
1421107200	1421110800	1
1421110800	1421114400	0
1421114400	1421118000	0
1421118000	1421121600	0
1421121600	1421125200	0
1421125200	1421128800	0
1421128800	1421132400	0
1421132400	1421136000	0
1421136000	1421139600	0
1421139600	1421143200	0
1421143200	1421146800	0
1421146800	1421150400	0
1421150400	1421154000	0
1421154000	1421157600	0
1421157600	1421161200	0
1421161200	1421164800	0
1421164800	1421168400	0
1421168400	1421172000	0
1421172000	1421175600	0
1421175600	1421179200	0
1421179200	1421182800	0
1421182800	1421186400	0
1421186400	1421190000	0
1421190000	1421193600	0
1421193600	1421197200	1
1421197200	1421200800	0
1421200800	1421204400	1
1421204400	1421208000	0
1421208000	1421211600	0
1421211600	1421215200	0
1421215200	1421218800	0
1421218800	1421222400	0
1421222400	1421226000	0
1421226000	1421229600	1
1421229600	1421233200	1
1421233200	1421236800	0
1421236800	1421240400	2
1421240400	1421244000	1
1421244000	1421247600	2
1421247600	1421251200	1
1421251200	1421254800	1
1421254800	1421258400	0
1421258400	1421262000	5
1421262000	1421265600	3
1421265600	1421269200	3
1421269200	1421272800	0
1421272800	1421276400	0
1421276400	1421280000	1
1421280000	1421283600	1
1421283600	1421287200	0
1421287200	1421290800	3
1421290800	1421294400	0
1421294400	1421298000	3
1421298000	1421301600	0
1421301600	1421305200	0
1421305200	1421308800	0
1421308800	1421312400	1
1421312400	1421316000	1
1421316000	1421319600	1
1421319600	1421323200	1
1421323200	1421326800	1
1421326800	1421330400	3
1421330400	1421334000	1
1421334000	1421337600	3
1421337600	1421341200	4
1421341200	1421344800	0
1421344800	1421348400	3
1421348400	1421352000	3
1421352000	1421355600	2
1421355600	1421359200	4
1421359200	1421362800	4
1421362800	1421366400	1
1421366400	1421370000	6
1421370000	1421373600	2
1421373600	1421377200	4
1421377200	1421380800	4
1421380800	1421384400	3
1421384400	1421388000	1
1421388000	1421391600	3
1421391600	1421395200	0
1421395200	1421398800	2
1421398800	1421402400	0
1421402400	1421406000	0
1421406000	1421409600	0
1421409600	1421413200	0
1421413200	1421416800	1
1421416800	1421420400	0
1421420400	1421424000	0
1421424000	1421427600	4
1421427600	1421431200	5
1421431200	1421434800	1
1421434800	1421438400	5
1421438400	1421442000	8
1421442000	1421445600	7
1421445600	1421449200	7
1421449200	1421452800	3
1421452800	1421456400	5
1421456400	1421460000	13
1421460000	1421463600	6
1421463600	1421467200	6
1421467200	1421470800	4
1421470800	1421474400	2
1421474400	1421478000	3
1421478000	1421481600	2
1421481600	1421485200	0
1421485200	1421488800	0
1421488800	1421492400	1
1421492400	1421496000	0
1421496000	1421499600	1
1421499600	1421503200	1
1421503200	1421506800	4
1421506800	1421510400	4
1421510400	1421514000	9
1421514000	1421517600	7
1421517600	1421521200	8
1421521200	1421524800	7
1421524800	1421528400	5
1421528400	1421532000	6
1421532000	1421535600	10
1421535600	1421539200	9
1421539200	1421542800	10
1421542800	1421546400	7
1421546400	1421550000	10
1421550000	1421553600	8
1421553600	1421557200	12
1421557200	1421560800	17
1421560800	1421564400	8
1421564400	1421568000	9
1421568000	1421571600	5
1421571600	1421575200	4
1421575200	1421578800	0
1421578800	1421582400	2
1421582400	1421586000	10
1421586000	1421589600	16
1421589600	1421593200	43
1421593200	1421596800	46
1421596800	1421600400	63
1421600400	1421604000	69
1421604000	1421607600	41
1421607600	1421611200	87
1421611200	1421614800	96
1421614800	1421618400	102
1421618400	1421622000	93
1421622000	1421625600	791
1421625600	1421629200	703
1421629200	1421632800	367
1421632800	1421636400	868
1421636400	1421640000	471
1421640000	1421643600	62
1421643600	1421647200	17
1421647200	1421650800	21
1421650800	1421654400	7
1421654400	1421658000	7
1421658000	1421661600	6
1421661600	1421665200	13
1421665200	1421668800	9
1421668800	1421672400	10
1421672400	1421676000	8
1421676000	1421679600	12
1421679600	1421683200	13
1421683200	1421686800	16
1421686800	1421690400	22
1421690400	1421694000	9
1421694000	1421697600	12
1421697600	1421701200	5
1421701200	1421704800	8
1421704800	1421708400	9
1421708400	1421712000	11
1421712000	1421715600	7
1421715600	1421719200	6
1421719200	1421722800	9
1421722800	1421726400	14
1421726400	1421730000	5
1421730000	1421733600	5
1421733600	1421737200	9
1421737200	1421740800	2
1421740800	1421744400	0
1421744400	1421748000	5
1421748000	1421751600	1
1421751600	1421755200	1
1421755200	1421758800	3
1421758800	1421762400	1
1421762400	1421766000	11
1421766000	1421769600	9
1421769600	1421773200	8
1421773200	1421776800	11
1421776800	1421780400	5
1421780400	1421784000	7
1421784000	1421787600	1
1421787600	1421791200	0
1421791200	1421794800	13
1421794800	1421798400	9
1421798400	1421802000	6
