1419999683	1420003283	1
1420003283	1420006883	0
1420006883	1420010483	0
1420010483	1420014083	0
1420014083	1420017683	0
1420017683	1420021283	0
1420021283	1420024883	0
1420024883	1420028483	0
1420028483	1420032083	0
1420032083	1420035683	0
1420035683	1420039283	0
1420039283	1420042883	0
1420042883	1420046483	0
1420046483	1420050083	0
1420050083	1420053683	0
1420053683	1420057283	0
1420057283	1420060883	0
1420060883	1420064483	0
1420064483	1420068083	0
1420068083	1420071683	0
1420071683	1420075283	0
1420075283	1420078883	1
1420078883	1420082483	0
1420082483	1420086083	0
1420086083	1420089683	0
1420089683	1420093283	0
1420093283	1420096883	0
1420096883	1420100483	0
1420100483	1420104083	0
1420104083	1420107683	0
1420107683	1420111283	0
1420111283	1420114883	0
1420114883	1420118483	0
1420118483	1420122083	0
1420122083	1420125683	0
1420125683	1420129283	0
1420129283	1420132883	0
1420132883	1420136483	0
1420136483	1420140083	0
1420140083	1420143683	0
1420143683	1420147283	0
1420147283	1420150883	0
1420150883	1420154483	0
1420154483	1420158083	0
1420158083	1420161683	0
1420161683	1420165283	0
1420165283	1420168883	0
1420168883	1420172483	0
1420172483	1420176083	1
1420176083	1420179683	0
1420179683	1420183283	0
1420183283	1420186883	0
1420186883	1420190483	0
1420190483	1420194083	0
1420194083	1420197683	0
1420197683	1420201283	0
1420201283	1420204883	0
1420204883	1420208483	0
1420208483	1420212083	0
1420212083	1420215683	0
1420215683	1420219283	0
1420219283	1420222883	0
1420222883	1420226483	0
1420226483	1420230083	0
1420230083	1420233683	0
1420233683	1420237283	0
1420237283	1420240883	0
1420240883	1420244483	0
1420244483	1420248083	0
1420248083	1420251683	0
1420251683	1420255283	0
1420255283	1420258883	0
1420258883	1420262483	0
1420262483	1420266083	0
1420266083	1420269683	0
1420269683	1420273283	0
1420273283	1420276883	0
1420276883	1420280483	0
1420280483	1420284083	0
1420284083	1420287683	0
1420287683	1420291283	0
1420291283	1420294883	0
1420294883	1420298483	0
1420298483	1420302083	0
1420302083	1420305683	0
1420305683	1420309283	0
1420309283	1420312883	0
1420312883	1420316483	0
1420316483	1420320083	0
1420320083	1420323683	0
1420323683	1420327283	0
1420327283	1420330883	0
1420330883	1420334483	0
1420334483	1420338083	0
1420338083	1420341683	0
1420341683	1420345283	0
1420345283	1420348883	0
1420348883	1420352483	0
1420352483	1420356083	0
1420356083	1420359683	0
1420359683	1420363283	0
1420363283	1420366883	0
1420366883	1420370483	0
1420370483	1420374083	0
1420374083	1420377683	0
1420377683	1420381283	0
1420381283	1420384883	0
1420384883	1420388483	0
1420388483	1420392083	0
1420392083	1420395683	0
1420395683	1420399283	0
